,Unnamed: 0_x,employee_id,title,last,first,manager_id,function,department,location,age,sex,ethnicity,employment_status,tenure,tenure_id,seniority,alignment,development,enablement,engagement,leadership,overall,Unnamed: 0_y,year_of_birth,time_on_the_job
99,99,118,Analyst,Ingram,Wayne,531.0,Finance & Admin,Financial Planning & Analysis,"Mountain View, CA",45 - 54,M,white,Part time,4 to less than 6 years,4,0,0.7999999999999999,0.5333333333333333,1.0,0.8400000000000001,0.8666666666666667,0.8079999999999998,103,1969,48.62295081967213
100,100,180,Senior Analyst,Cox,Michelle,531.0,Finance & Admin,Financial Planning & Analysis,"Mountain View, CA",35 - 44,F,white,Full time,2 to less than 4 years,3,1,0.8000000000000002,0.7999999999999999,0.9333333333333332,0.8400000000000001,0.8666666666666667,0.8480000000000001,104,1981,40.62295081967213
101,101,458,VP of Underwriting,Lam,Dustin,736.0,Finance & Admin,Underwriting,"Mountain View, CA",35 - 44,M,asian,Full time,1 to less than 2 years,2,3,0.7999999999999999,0.6666666666666666,0.8000000000000002,0.8,0.8666666666666667,0.7866666666666666,105,1982,17.704918032786885
102,102,645,Senior Underwriter,Allen,Nicholas,458.0,Finance & Admin,Underwriting,"Mountain View, CA",35 - 44,M,white,Full time,6 months to less than 1 year,1,1,0.7333333333333334,0.5333333333333333,0.9333333333333332,0.8,0.9333333333333332,0.7866666666666666,107,1982,7.934426229508197
103,103,547,Director of HR,Nguyen,Cole,736.0,Finance & Admin,Human Resources,"Mountain View, CA",18 - 24,M,asian,Part time,1 to less than 2 years,2,2,0.6,0.4666666666666666,0.8666666666666667,0.8400000000000001,0.9333333333333332,0.7413333333333333,108,1997,13.836065573770492
104,104,405,Director of Marketing,Hanson,Mark,70.0,Marketing,Marketing,"New York, NY",35 - 44,M,white,Full time,1 to less than 2 years,2,2,0.7333333333333334,0.6,0.7999999999999999,0.8,1.0,0.7866666666666667,109,1977,19.704918032786885
105,105,682,Director of Strategic Marketing,Carter,Nancy,70.0,Marketing,Strategic Marketing,"New York, NY",55 - 64,F,white,Full time,less than 6 months,0,2,0.7333333333333334,0.6666666666666666,0.7999999999999999,0.76,0.9333333333333332,0.7786666666666666,110,1959,5.573770491803279
106,106,35,Marketing Analyst,Mclaughlin,Shaquill,682.0,Marketing,Strategic Marketing,"New York, NY",25 - 34,M,white,Full time,4 to less than 6 years,4,0,0.7999999999999999,0.6666666666666666,0.8666666666666667,0.8799999999999999,1.0,0.8426666666666666,111,1993,65.18032786885246
107,107,340,Marketing Analyst,Le,Danielle,682.0,Marketing,Strategic Marketing,"New York, NY",25 - 34,F,asian,Full time,1 to less than 2 years,2,0,0.8000000000000002,0.5333333333333333,0.6666666666666666,0.76,0.7333333333333334,0.6986666666666667,112,1987,23.016393442622952
108,108,466,Senior Marketing Analyst,Ho,Harmony,682.0,Marketing,Strategic Marketing,"New York, NY",35 - 44,F,asian,Full time,1 to less than 2 years,2,1,0.7333333333333334,0.5333333333333333,0.6666666666666666,0.76,0.8000000000000002,0.6986666666666668,113,1983,17.442622950819672
109,109,380,Senior Marketing Analyst,Bailey,Cesar,682.0,Marketing,Strategic Marketing,"New York, NY",35 - 44,M,white,Full time,1 to less than 2 years,2,1,0.8666666666666667,0.6666666666666666,0.7999999999999999,0.8400000000000001,0.9333333333333332,0.8213333333333332,114,1978,20.81967213114754
110,110,81,Senior Marketing Analyst,Coleman,Laura,682.0,Marketing,Strategic Marketing,"New York, NY",55 - 64,F,white,Full time,4 to less than 6 years,4,1,0.8000000000000002,0.6666666666666666,0.8666666666666667,0.8800000000000001,0.8666666666666667,0.8160000000000001,115,1959,54.29508196721312
111,111,481,Product Manager,Dillon,Jaeson,82.0,Product,Refinancing,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,1,0.7999999999999999,0.8000000000000002,0.8666666666666667,0.8,0.9333333333333332,0.8400000000000001,116,1980,16.852459016393443
112,112,613,Analyst,Rose,Chet,481.0,Product,Refinancing,"Mountain View, CA",35 - 44,M,white,Full time,6 months to less than 1 year,1,0,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.76,0.8000000000000002,0.752,117,1979,10.19672131147541
113,113,261,Senior Analyst,Carter,Cherish,481.0,Product,Refinancing,"Mountain View, CA",35 - 44,F,white,Full time,2 to less than 4 years,3,1,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8,0.9333333333333332,0.8266666666666668,118,1985,30.131147540983605
114,114,615,Analyst,Moran,Kamilah,481.0,Product,Refinancing,"Mountain View, CA",35 - 44,F,white,Full time,6 months to less than 1 year,1,0,0.7333333333333334,0.5333333333333333,0.7999999999999999,0.8400000000000001,0.8000000000000002,0.7413333333333333,119,1980,10.065573770491802
115,115,166,Analyst,Holmes,Peter,481.0,Product,Refinancing,"Mountain View, CA",55 - 64,M,mixed_race,Full time,2 to less than 4 years,3,0,0.8666666666666667,0.6666666666666666,0.7999999999999999,0.8,0.6666666666666666,0.7599999999999999,120,1966,42.32786885245902
116,116,32,Analyst,Nguyen,Alexander,481.0,Product,Refinancing,"Mountain View, CA",35 - 44,M,asian,Full time,4 to less than 6 years,4,0,0.9333333333333332,0.9333333333333332,0.8000000000000002,0.92,0.8666666666666667,0.8906666666666666,121,1985,65.67213114754098
117,117,92,Analyst,Branch,Patrick,481.0,Product,Refinancing,"Mountain View, CA",35 - 44,M,african_american,Full time,4 to less than 6 years,4,0,0.8000000000000002,0.8000000000000002,0.6666666666666666,0.76,0.7333333333333334,0.7520000000000001,122,1985,52.75409836065574
118,118,502,Senior Analyst,Vance,Regina,481.0,Product,Refinancing,"Mountain View, CA",55 - 64,F,mixed_race,Full time,1 to less than 2 years,2,1,0.7333333333333334,0.7333333333333334,0.6,0.72,0.6666666666666666,0.6906666666666668,123,1963,15.737704918032788
119,119,497,Analyst,Phelps,Kenneth,481.0,Product,Refinancing,"Mountain View, CA",45 - 54,M,white,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.7333333333333334,0.7333333333333334,0.8400000000000001,0.8666666666666667,0.7813333333333333,124,1968,15.868852459016392
120,120,518,Product Manager,Andrade,Anthony,82.0,Product,New Home Purchase,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,1,0.8000000000000002,0.7333333333333334,0.8666666666666667,0.8400000000000001,0.8666666666666667,0.8213333333333335,125,1982,15.40983606557377
121,121,464,Analyst,Jones,Sean,518.0,Product,New Home Purchase,"Mountain View, CA",25 - 34,M,african_american,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.6666666666666666,0.7333333333333334,0.72,0.3333333333333333,0.6373333333333334,126,1992,17.57377049180328
122,122,740,Analyst,Moore,Cedrick,518.0,Product,New Home Purchase,"Mountain View, CA",25 - 34,M,white,Full time,less than 6 months,0,0,0.7999999999999999,0.6666666666666666,0.9333333333333332,0.8800000000000001,0.8666666666666667,0.8293333333333333,127,1991,1.639344262295082
123,123,522,Analyst,Bryant,Melinda,518.0,Product,New Home Purchase,"Mountain View, CA",35 - 44,F,white,Full time,1 to less than 2 years,2,0,0.6666666666666666,0.6666666666666666,0.8000000000000002,0.8400000000000001,0.7999999999999999,0.7546666666666667,128,1983,15.147540983606556
124,124,290,Analyst,Brown,Theodore,518.0,Product,New Home Purchase,"Mountain View, CA",35 - 44,M,white,Full time,2 to less than 4 years,3,0,0.6666666666666666,0.6666666666666666,0.9333333333333332,0.8,0.7999999999999999,0.7733333333333332,129,1978,25.901639344262296
125,125,408,Analyst,Salinas,Shane,518.0,Product,New Home Purchase,"Mountain View, CA",45 - 54,M,mixed_race,Full time,1 to less than 2 years,2,0,0.9333333333333332,0.8666666666666667,0.6,0.68,0.6,0.736,130,1968,19.672131147540984
126,126,639,Analyst,Roberts,Travis,518.0,Product,New Home Purchase,"Mountain View, CA",35 - 44,M,african_american,Full time,6 months to less than 1 year,1,0,0.7333333333333334,0.7333333333333334,0.6,0.76,0.5333333333333333,0.672,131,1985,8.39344262295082
127,127,572,Product Manager,Henderson,Sarah,82.0,Product,Realtor Portal,"Mountain View, CA",25 - 34,F,white,Full time,1 to less than 2 years,2,1,0.7999999999999999,0.8000000000000002,0.9333333333333332,0.8799999999999999,0.8666666666666667,0.8559999999999999,132,1995,12.852459016393444
128,128,565,Analyst,Johnson,Steven,572.0,Product,Realtor Portal,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,0,0.7999999999999999,0.6666666666666666,0.8666666666666667,0.8400000000000001,0.8666666666666667,0.8079999999999998,133,1980,13.278688524590164
129,129,252,Analyst,Munoz,Kurt,572.0,Product,Realtor Portal,"Mountain View, CA",35 - 44,M,hispanic,Full time,2 to less than 4 years,3,0,0.7333333333333334,0.7333333333333334,0.8000000000000002,0.7200000000000001,0.5333333333333333,0.7040000000000001,134,1981,31.18032786885246
130,130,372,Analyst,May,Ray,572.0,Product,Realtor Portal,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.6666666666666666,0.8666666666666667,0.8400000000000001,0.7999999999999999,0.7813333333333332,135,1985,21.18032786885246
131,131,240,Analyst,Larsen,William,572.0,Product,Realtor Portal,"Mountain View, CA",35 - 44,M,white,Full time,2 to less than 4 years,3,0,0.6666666666666666,0.7333333333333334,0.8666666666666667,0.8400000000000001,0.8000000000000002,0.7813333333333333,136,1980,32.81967213114754
132,132,54,Senior Analyst,Li,Shantel,572.0,Product,Realtor Portal,"Mountain View, CA",25 - 34,F,asian,Full time,4 to less than 6 years,4,1,0.8666666666666667,0.8000000000000002,0.9333333333333332,0.8400000000000001,1.0,0.8880000000000001,137,1993,62.03278688524591
133,133,425,Product Manager,Smith,Ernest,82.0,Product,Lender Portal,"Mountain View, CA",25 - 34,M,white,Full time,1 to less than 2 years,2,1,0.6666666666666666,0.7333333333333334,0.9333333333333332,0.92,0.8000000000000002,0.8106666666666665,138,1991,19.049180327868854
134,134,62,Senior Analyst,Alvarez,Eric,425.0,Product,Lender Portal,"Mountain View, CA",25 - 34,M,hispanic,Full time,4 to less than 6 years,4,1,0.8666666666666667,0.8000000000000002,0.7333333333333334,0.8400000000000001,0.8666666666666667,0.8213333333333335,139,1991,58.68852459016394
135,135,217,Analyst,Lin,Adam,425.0,Product,Lender Portal,"Mountain View, CA",45 - 54,M,asian,Full time,2 to less than 4 years,3,0,0.7333333333333334,0.7999999999999999,0.9333333333333332,0.76,0.7333333333333334,0.792,140,1973,36.19672131147541
136,136,622,Analyst,Roberts,Sarina,425.0,Product,Lender Portal,"Mountain View, CA",35 - 44,F,white,Full time,6 months to less than 1 year,1,0,0.7999999999999999,0.7333333333333334,0.8666666666666667,0.76,0.8666666666666667,0.8053333333333335,141,1978,9.37704918032787
137,137,698,Analyst,Wilson,Paul,425.0,Product,Lender Portal,"Mountain View, CA",35 - 44,M,white,Full time,less than 6 months,0,0,0.8000000000000002,0.6666666666666666,0.8666666666666667,0.8,0.8666666666666667,0.8,142,1978,4.885245901639344
138,138,184,Analyst,Davis,Jefferson,425.0,Product,Lender Portal,"Mountain View, CA",45 - 54,M,white,Full time,2 to less than 4 years,3,0,0.7333333333333334,0.7333333333333334,1.0,0.8400000000000001,0.8000000000000002,0.8213333333333332,143,1969,40.459016393442624
139,139,539,Senior Analyst,Salazar,Jessie,425.0,Product,Lender Portal,"Mountain View, CA",35 - 44,M,mixed_race,Full time,1 to less than 2 years,2,1,0.9333333333333332,0.6666666666666666,0.7333333333333334,0.7200000000000001,0.4666666666666666,0.704,144,1980,14.19672131147541
140,140,263,Analyst,Holmes,Gary,425.0,Product,Lender Portal,"Mountain View, CA",55 - 64,M,white,Full time,2 to less than 4 years,3,0,0.8666666666666667,0.5333333333333333,0.7333333333333334,0.8799999999999999,0.7999999999999999,0.7626666666666666,145,1966,29.049180327868854
141,141,60,Product Manager,Mcfarland,Steven,82.0,Product,Loan Officer Portal,"Mountain View, CA",35 - 44,M,african_american,Full time,4 to less than 6 years,4,1,0.9333333333333332,0.7333333333333334,0.9333333333333332,0.7200000000000001,0.8666666666666667,0.8373333333333333,146,1985,59.77049180327869
142,142,233,Analyst,Li,Jason,60.0,Product,Loan Officer Portal,"Mountain View, CA",35 - 44,M,asian,Full time,2 to less than 4 years,3,0,0.7333333333333334,0.7333333333333334,0.8666666666666667,0.8,0.7333333333333334,0.7733333333333334,147,1982,34.91803278688525
143,143,555,Analyst,Freeman,David,60.0,Product,Loan Officer Portal,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.6666666666666666,0.7333333333333334,0.8,0.8000000000000002,0.7466666666666668,148,1981,13.57377049180328
144,144,430,Analyst,Barnes,Peter,60.0,Product,Loan Officer Portal,"Mountain View, CA",45 - 54,M,white,Full time,1 to less than 2 years,2,0,0.6666666666666666,0.6666666666666666,0.8000000000000002,0.8,0.8666666666666667,0.76,149,1973,19.016393442622952
145,145,88,Analyst,Arnold,Dustin,60.0,Product,Loan Officer Portal,"Mountain View, CA",25 - 34,M,white,Full time,4 to less than 6 years,4,0,0.7999999999999999,0.8666666666666667,0.9333333333333332,0.8800000000000001,0.8666666666666667,0.8693333333333332,150,1996,53.63934426229508
146,146,85,Chief Designer,Hamilton,Dexter,82.0,Product,User Experience / User Interface,"New York, NY",25 - 34,M,african_american,Part time,4 to less than 6 years,4,2,0.8666666666666667,0.7333333333333334,0.7333333333333334,0.8,0.8000000000000002,0.7866666666666668,151,1990,53.80327868852459
147,147,223,Designer,Delarosa,Christopher,85.0,Product,User Experience / User Interface,"New York, NY",45 - 54,M,hispanic,Full time,2 to less than 4 years,3,0,0.7999999999999999,0.7999999999999999,0.6666666666666666,0.72,0.6666666666666666,0.7306666666666666,152,1973,35.60655737704918
148,148,285,Senior Designer,Randolph,Shane,85.0,Product,User Experience / User Interface,"New York, NY",35 - 44,M,white,Full time,2 to less than 4 years,3,1,0.7333333333333334,0.8666666666666667,0.6666666666666666,0.8400000000000001,0.7333333333333334,0.768,154,1977,26.885245901639344
149,149,769,Designer,Kirby,Benjamin,85.0,Product,User Experience / User Interface,"New York, NY",25 - 34,M,white,Full time,less than 6 months,0,0,0.7333333333333334,0.6666666666666666,0.8000000000000002,0.8,0.8666666666666667,0.7733333333333333,155,1991,0.0327868852459016
150,150,346,Senior Designer,Smith,Tad,85.0,Product,User Experience / User Interface,"New York, NY",35 - 44,M,african_american,Full time,1 to less than 2 years,2,1,0.8000000000000002,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6666666666666667,156,1985,22.327868852459016
151,151,212,Designer,Lee,Kathyrn,85.0,Product,User Experience / User Interface,"New York, NY",25 - 34,F,white,Full time,2 to less than 4 years,3,0,0.7999999999999999,0.8000000000000002,0.8666666666666667,0.8400000000000001,0.8666666666666667,0.8346666666666668,157,1995,37.31147540983606
152,152,764,Director of Business Development,Greene,Karen,225.0,Loan Operations,East Coast Lender Relations,"New York, NY",45 - 54,F,white,Full time,less than 6 months,0,2,0.8666666666666667,0.7333333333333334,0.7333333333333334,0.8,0.8666666666666667,0.8,158,1975,0.6229508196721312
153,153,437,Director of Business Development,Marsh,Cephus,225.0,Loan Operations,West Coast Lender Relations,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,2,0.8666666666666667,0.7333333333333334,0.8666666666666667,0.8400000000000001,0.9333333333333332,0.8480000000000001,159,1982,18.62295081967213
154,154,453,Director of Business Development,Wallace,Debra,225.0,Loan Operations,Midwest Lender Relations,"Chicago, IL",55 - 64,F,white,Full time,1 to less than 2 years,2,2,0.7999999999999999,0.7333333333333334,0.6666666666666666,0.8,0.6,0.72,160,1960,17.934426229508198
155,155,552,Manager of Engineering,Castro,Benjamin,260.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,1,0.7333333333333334,0.6,0.8666666666666667,0.8400000000000001,0.9333333333333332,0.7946666666666666,161,1980,13.672131147540984
156,156,597,Engineer,Crawford,Joseph,552.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,white,Full time,6 months to less than 1 year,1,0,0.6666666666666666,0.6666666666666666,0.8000000000000002,0.76,0.8666666666666667,0.752,162,1986,11.704918032786884
157,157,462,Engineer,Davis,Thomas,552.0,Compliance,Back End,"Mountain View, CA",45 - 54,M,african_american,Full time,1 to less than 2 years,2,0,0.6,0.6,0.7333333333333334,0.64,0.6666666666666666,0.6479999999999999,163,1973,17.60655737704918
158,158,282,Senior Engineer,Hudson,Victor,552.0,Compliance,Back End,"Mountain View, CA",45 - 54,M,white,Part time,2 to less than 4 years,3,1,0.7333333333333334,0.5333333333333333,0.8666666666666667,0.8400000000000001,0.9333333333333332,0.7813333333333333,164,1975,26.950819672131143
159,159,153,Engineer,Gibson,Christopher,552.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,white,Full time,2 to less than 4 years,3,0,0.6666666666666666,0.7333333333333334,0.8666666666666667,0.8,0.8000000000000002,0.7733333333333333,165,1978,45.14754098360656
160,160,254,Engineer,Lopez,Aaron,552.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,hispanic,Part time,2 to less than 4 years,3,0,0.8000000000000002,0.7333333333333334,0.8000000000000002,0.7200000000000001,0.6666666666666666,0.7440000000000001,166,1982,31.18032786885246
161,161,586,Engineer,Simmons,Julie,552.0,Compliance,Back End,"Mountain View, CA",55 - 64,F,white,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.6,0.8666666666666667,0.8400000000000001,0.7333333333333334,0.7546666666666667,167,1964,12.36065573770492
162,162,143,Engineer,Allen,Kendarrius,552.0,Compliance,Back End,"Mountain View, CA",18 - 24,M,african_american,Full time,2 to less than 4 years,3,0,0.8000000000000002,0.8000000000000002,0.8666666666666667,0.68,0.6,0.7493333333333334,168,1998,45.63934426229508
163,163,628,Manager of Engineering,Norton,Rhonda,260.0,Compliance,Back End,"Mountain View, CA",65+,F,white,Full time,6 months to less than 1 year,1,1,0.6000000000000001,0.7333333333333334,0.9333333333333332,0.8400000000000001,0.7999999999999999,0.7813333333333332,169,1954,8.819672131147541
164,164,229,Chief Engineer,Stafford,Federico,628.0,Compliance,Back End,"Mountain View, CA",45 - 54,M,african_american,Full time,2 to less than 4 years,3,2,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.68,0.7333333333333334,0.7226666666666667,170,1968,35.18032786885246
165,165,733,Engineer,Montes,Sharon,628.0,Compliance,Back End,"Mountain View, CA",45 - 54,F,hispanic,Full time,less than 6 months,0,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.68,0.6,0.656,171,1970,1.9672131147540983
166,166,727,Chief Engineer,Miller,Anthony,628.0,Compliance,Back End,"Mountain View, CA",55 - 64,M,white,Full time,less than 6 months,0,2,0.8666666666666667,0.6666666666666666,0.7999999999999999,0.8400000000000001,1.0,0.8346666666666666,172,1963,2.2295081967213117
167,167,654,Engineer,Norris,Jordan,628.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,african_american,Full time,6 months to less than 1 year,1,0,0.6666666666666666,0.6,0.5333333333333333,0.76,0.5333333333333333,0.6186666666666666,173,1985,7.672131147540983
168,168,38,Engineer,Newton,Vivian,628.0,Compliance,Back End,"Mountain View, CA",55 - 64,F,white,Full time,4 to less than 6 years,4,0,0.8000000000000002,0.8000000000000002,0.7999999999999999,0.8800000000000001,0.9333333333333332,0.8426666666666668,174,1958,64.39344262295081
169,169,610,Engineer,Poole,Susana,628.0,Compliance,Back End,"Mountain View, CA",55 - 64,F,african_american,Full time,6 months to less than 1 year,1,0,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.64,0.3333333333333333,0.5680000000000001,175,1960,10.491803278688524
170,170,357,Engineer,Meyer,Roberta,628.0,Compliance,Back End,"Mountain View, CA",55 - 64,F,white,Full time,1 to less than 2 years,2,0,0.5333333333333333,0.5333333333333333,0.8000000000000002,0.8400000000000001,0.8666666666666667,0.7146666666666668,176,1962,21.770491803278688
171,171,585,Chief Engineer,James,Brandon,628.0,Compliance,Back End,"Mountain View, CA",35 - 44,M,white,Full time,1 to less than 2 years,2,2,0.7333333333333334,0.6000000000000001,0.9333333333333332,0.8400000000000001,0.8666666666666667,0.7946666666666666,177,1986,12.39344262295082
172,172,546,Manager of Engineering,Torres,Alexander,68.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,hispanic,Full time,1 to less than 2 years,2,1,0.7333333333333334,0.6666666666666666,0.7333333333333334,0.76,0.8666666666666667,0.752,178,1984,13.901639344262296
173,173,354,Engineer,Cantu,Rylan,546.0,Engineering,Algorithm Development,"Mountain View, CA",18 - 24,M,mixed_race,Full time,1 to less than 2 years,2,0,0.6666666666666666,0.6,0.7333333333333334,0.6,0.7999999999999999,0.6799999999999999,179,2001,21.83606557377049
174,174,318,Engineer,Delacruz,Luke,546.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,asian,Part time,2 to less than 4 years,3,0,0.8666666666666667,0.5333333333333333,0.8666666666666667,0.8,0.8000000000000002,0.7733333333333333,180,1994,24.0655737704918
175,175,15,Engineer,Ahmed,Melissa,546.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,F,asian,Full time,4 to less than 6 years,4,0,1.0,0.7333333333333334,0.9333333333333332,0.8400000000000001,0.9333333333333332,0.8880000000000001,181,1979,69.14754098360656
176,176,612,Engineer,Chen,Arlin,546.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,asian,Full time,6 months to less than 1 year,1,0,0.7999999999999999,0.6000000000000001,0.7333333333333334,0.8,0.9333333333333332,0.7733333333333333,182,1981,10.491803278688524
177,177,671,Engineer,Neal,David,546.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,white,Part time,less than 6 months,0,0,0.7333333333333334,0.6,0.8666666666666667,0.8800000000000001,0.9333333333333332,0.8026666666666668,183,1989,5.901639344262295
178,178,157,Engineer,Dejesus,John,546.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,asian,Full time,2 to less than 4 years,3,0,0.9333333333333332,0.7333333333333334,0.6666666666666666,0.8,0.8000000000000002,0.7866666666666666,184,1978,44.39344262295082
179,179,341,Senior Engineer,Thomas,Jeremy,546.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,white,Full time,1 to less than 2 years,2,1,0.7333333333333334,0.7999999999999999,0.9333333333333332,0.8799999999999999,1.0,0.8693333333333332,185,1989,22.918032786885245
180,180,21,Manager of Engineering,Mcconnell,Mercedes,68.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,F,white,Part time,4 to less than 6 years,4,1,0.9333333333333332,0.6666666666666666,0.9333333333333332,0.92,1.0,0.8906666666666666,186,1990,67.50819672131148
181,181,706,Senior Engineer,Kim,Holly,21.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,F,asian,Full time,less than 6 months,0,1,0.7333333333333334,0.6666666666666666,0.7999999999999999,0.8,0.7333333333333334,0.7466666666666667,187,1971,4.262295081967213
182,182,549,Engineer,Wong,Justin,21.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,asian,Full time,1 to less than 2 years,2,0,0.7999999999999999,0.6666666666666666,0.7333333333333334,0.76,0.8000000000000002,0.752,188,1987,13.836065573770492
183,183,402,Senior Engineer,Wong,Garrett,21.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,asian,Full time,1 to less than 2 years,2,1,0.8000000000000002,0.6666666666666666,0.7999999999999999,0.8400000000000001,0.9333333333333332,0.808,189,1994,19.9344262295082
184,184,450,Senior Engineer,Li,Anthony,21.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,asian,Full time,1 to less than 2 years,2,1,0.7999999999999999,0.6666666666666666,0.9333333333333332,0.8,0.7333333333333334,0.7866666666666667,190,1981,18.131147540983605
185,185,424,Engineer,Wheeler,Gabriel,21.0,Engineering,Algorithm Development,"Mountain View, CA",18 - 24,M,white,Full time,1 to less than 2 years,2,0,0.9333333333333332,0.6,0.7999999999999999,0.8,0.9333333333333332,0.8133333333333332,191,2001,19.14754098360656
186,186,664,Engineer,Howard,Robert,21.0,Engineering,Algorithm Development,"Mountain View, CA",55 - 64,M,white,Full time,6 months to less than 1 year,1,0,0.6666666666666666,0.6,0.8000000000000002,0.76,0.8666666666666667,0.7386666666666668,192,1961,6.688524590163935
187,187,743,Engineer,Singh,Brent,21.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,M,asian,Full time,less than 6 months,0,0,0.8000000000000002,0.6000000000000001,0.6666666666666666,0.76,0.8666666666666667,0.7386666666666668,193,1973,1.5737704918032789
188,188,47,Engineer,Le,Christopher,21.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,M,asian,Full time,4 to less than 6 years,4,0,1.0,0.6666666666666666,0.9333333333333332,0.8,1.0,0.8799999999999999,194,1975,63.278688524590166
189,189,673,Manager of Engineering,Kim,Julio,68.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,M,asian,Full time,less than 6 months,0,1,0.7333333333333334,0.6666666666666666,0.8666666666666667,0.8,0.8666666666666667,0.7866666666666666,195,1973,5.639344262295082
190,190,535,Senior Engineer,Lee,James,673.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,asian,Full time,1 to less than 2 years,2,1,0.8666666666666667,0.7333333333333334,0.7999999999999999,0.76,0.7999999999999999,0.792,196,1984,14.754098360655735
191,191,536,Engineer,Webb,Kenneth,673.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,M,white,Full time,1 to less than 2 years,2,0,0.7333333333333334,0.6666666666666666,0.8666666666666667,0.8,0.9333333333333332,0.7999999999999999,197,1972,14.721311475409836
192,192,319,Engineer,Pham,Leslie,673.0,Engineering,Algorithm Development,"Mountain View, CA",55 - 64,F,asian,Full time,1 to less than 2 years,2,0,0.8000000000000002,0.6666666666666666,0.7333333333333334,0.8,0.8000000000000002,0.76,198,1960,23.9344262295082
193,193,651,Engineer,Patel,Jason,673.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,M,asian,Full time,6 months to less than 1 year,1,0,0.7333333333333334,0.6666666666666666,0.7333333333333334,0.8,0.9333333333333332,0.7733333333333333,199,1978,7.901639344262295
194,194,521,Senior Engineer,Adams,June,673.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,F,white,Full time,1 to less than 2 years,2,1,0.8666666666666667,0.4666666666666666,0.6666666666666666,0.8799999999999999,0.8666666666666667,0.7493333333333333,200,1980,15.311475409836063
195,195,390,Engineer,Wilson,Andrea,673.0,Engineering,Algorithm Development,"Mountain View, CA",45 - 54,F,white,Full time,1 to less than 2 years,2,0,0.8000000000000002,0.6666666666666666,0.8666666666666667,0.8400000000000001,0.9333333333333332,0.8213333333333335,201,1968,20.59016393442623
196,196,551,Engineer,Vo,Tasha,673.0,Engineering,Algorithm Development,"Mountain View, CA",35 - 44,F,asian,Full time,1 to less than 2 years,2,0,0.8000000000000002,0.6666666666666666,0.8666666666666667,0.76,0.7999999999999999,0.7786666666666667,202,1982,13.770491803278688
197,197,239,Engineer,Nguyen,Ernest,673.0,Engineering,Algorithm Development,"Mountain View, CA",55 - 64,M,asian,Part time,2 to less than 4 years,3,0,0.7999999999999999,0.6000000000000001,0.7999999999999999,0.8799999999999999,0.9333333333333332,0.8026666666666665,203,1964,33.34426229508197
198,198,575,Engineer,Li,Scott,673.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,asian,Full time,1 to less than 2 years,2,0,0.7999999999999999,0.6666666666666666,0.8666666666666667,0.76,0.8666666666666667,0.7919999999999999,204,1989,12.557377049180328
199,199,712,Manager of Engineering,Pham,Deandre,68.0,Engineering,Algorithm Development,"Mountain View, CA",25 - 34,M,asian,Full time,less than 6 months,0,1,0.7333333333333334,0.7333333333333334,0.7999999999999999,0.8400000000000001,0.8666666666666667,0.7946666666666666,205,1987,4.0
